account,pagerank,in_flow,out_flow,in_circular_ring,connections,flow_ratio,community_id,community_fraud_rate,high_risk_community,betweenness
C1509430356,1.517256959746606e-05,0.0,223864.85,False,1,223864.85,4463,0.0,False,0.0
C1509435376,1.517256959746606e-05,0.0,51605.19,False,1,51605.19,9673,0.0,False,0.0
C1509498600,1.517256959746606e-05,0.0,124937.12,False,1,124937.12,8321,0.0,False,0.0
C1870107004,2.7631987430925268e-05,124937.12,0.0,False,1,0.0,8321,0.0,False,0.0
C1509551947,1.517256959746606e-05,0.0,1550677.69,False,1,1550677.69,4466,0.0,False,0.0
C1509557495,1.517256959746606e-05,0.0,272099.67,False,1,272099.67,8322,0.0,False,0.0
C1942319984,2.7631987430925268e-05,272099.67,0.0,False,1,0.0,8322,0.0,False,0.0
C1509575294,1.517256959746606e-05,0.0,521514.35,False,1,521514.35,6870,0.0,False,0.0
C1509587190,1.517256959746606e-05,0.0,289852.92,False,1,289852.92,3413,0.0,False,0.0
C1509645626,1.517256959746606e-05,0.0,1801763.17,False,1,1801763.17,8323,0.0,False,0.0
C1509731125,1.517256959746606e-05,0.0,228250.77,False,1,228250.77,2251,0.0,False,0.0
C1509737846,1.517256959746606e-05,0.0,130508.61,False,1,130508.61,8324,0.0,False,0.0
C619716246,4.0091405264384476e-05,182445.09,0.0,False,2,0.0,8324,0.0,False,0.0
C1509805590,1.517256959746606e-05,0.0,379472.89,False,1,379472.89,2013,0.0,False,0.0
C1509815245,1.517256959746606e-05,0.0,1127213.14,False,1,1127213.14,8325,0.0,False,0.0
C691751922,2.7631987430925268e-05,1127213.14,0.0,False,1,0.0,8325,0.0,False,0.0
C1509815953,1.517256959746606e-05,0.0,17256.81,False,1,17256.81,3360,0.0,False,0.0
C1509834806,1.517256959746606e-05,0.0,473731.69,False,1,473731.69,7111,0.0,False,0.0
C1509865702,1.517256959746606e-05,0.0,906492.37,False,1,906492.37,8326,0.0,False,0.0
C1509927023,1.517256959746606e-05,0.0,152785.34,False,1,152785.34,6212,0.0,False,0.0
C1509934246,1.517256959746606e-05,0.0,36684.75,False,1,36684.75,3054,0.0,False,0.0
C1509952547,1.517256959746606e-05,0.0,138801.17,False,1,138801.17,8330,0.0,False,0.0
C1136428589,5.2550823097843684e-05,259121.74,0.0,False,3,0.0,8330,0.0,False,0.0
C1509965748,1.517256959746606e-05,0.0,73992.08,False,1,73992.08,8331,0.0,False,0.0
C1024818788,4.0091405264384476e-05,209983.53999999998,0.0,False,2,0.0,8331,0.0,False,0.0
C1509999736,1.517256959746606e-05,0.0,151822.46,False,1,151822.46,4147,0.0,False,0.0
C1510018343,1.517256959746606e-05,0.0,343373.82,False,1,343373.82,8332,0.0,False,0.0
C170954749,5.2550823097843684e-05,723168.31,0.0,False,3,0.0,8332,0.0,False,0.0
C1510037798,1.517256959746606e-05,0.0,29824.35,False,1,29824.35,4775,0.0,False,0.0
C1510072250,1.517256959746606e-05,0.0,1588464.44,False,1,1588464.44,8333,0.0,False,0.0
C266352984,4.0091405264384476e-05,2332514.46,0.0,False,2,0.0,8333,0.0,False,0.0
C1510087865,1.517256959746606e-05,0.0,205368.78,False,1,205368.78,4934,0.0,False,0.0
C1510106291,1.517256959746606e-05,0.0,514955.51,False,1,514955.51,8336,0.0,False,0.0
C1510150607,1.517256959746606e-05,0.0,27507.74,False,1,27507.74,8337,0.0,False,0.0
C1777225585,4.0091405264384476e-05,321118.33999999997,0.0,False,2,0.0,8337,0.0,False,0.0
C1510186171,1.517256959746606e-05,0.0,93134.08,False,1,93134.08,8339,0.0,False,0.0
C1420768546,4.0091405264384476e-05,163094.88,0.0,False,2,0.0,8339,0.0,False,0.0
C1510187526,1.517256959746606e-05,0.0,356481.11,False,1,356481.11,6920,0.0,False,0.0
C1510192694,1.517256959746606e-05,0.0,305686.67,False,1,305686.67,1379,0.0,False,0.0
C1510268256,1.517256959746606e-05,0.0,15015.92,False,1,15015.92,630,0.0,False,0.0
C220766773,5.2550823097843684e-05,609818.1900000001,0.0,False,3,0.0,630,0.0,False,0.0
C1510273368,1.517256959746606e-05,0.0,808468.7,False,1,808468.7,8340,0.0,False,0.0
C1994103573,2.7631987430925268e-05,808468.7,0.0,False,1,0.0,8340,0.0,False,0.0
C1510312933,1.517256959746606e-05,0.0,8442.16,False,1,8442.16,3373,0.0,False,0.0
C1510313227,1.517256959746606e-05,0.0,118777.61,False,1,118777.61,910,0.0,False,0.0
C151032942,1.517256959746606e-05,0.0,182264.75,False,1,182264.75,933,0.0,False,0.0
C1510350071,1.517256959746606e-05,0.0,111581.73,False,1,111581.73,7755,0.0,False,0.0
C1510475909,1.517256959746606e-05,0.0,150504.24,False,1,150504.24,9248,0.0,False,0.0
C1510532588,1.517256959746606e-05,0.0,943041.88,False,1,943041.88,4102,0.0,False,0.0
C1510553659,1.517256959746606e-05,0.0,86039.73,False,1,86039.73,9023,0.0,False,0.0
C1510560398,1.517256959746606e-05,0.0,468735.79,False,1,468735.79,8341,0.0,False,0.0
C924237476,2.7631987430925268e-05,468735.79,0.0,False,1,0.0,8341,0.0,False,0.0
C1510628903,1.517256959746606e-05,0.0,75690.17,False,1,75690.17,810,0.0,False,0.0
C1510643025,1.517256959746606e-05,0.0,195191.75,False,1,195191.75,7382,0.0,False,0.0
C1510668235,1.517256959746606e-05,0.0,505597.87,False,1,505597.87,4958,0.0,False,0.0
C1510705729,1.517256959746606e-05,0.0,242552.13,False,1,242552.13,6840,0.0,False,0.0
C15107153,1.517256959746606e-05,0.0,246716.55,False,1,246716.55,4540,0.0,False,0.0
C1510778570,1.517256959746606e-05,0.0,1021400.8,False,1,1021400.8,8276,0.0,False,0.0
C1510807560,1.517256959746606e-05,0.0,195483.12,False,1,195483.12,5253,0.0,False,0.0
C1510859479,1.517256959746606e-05,0.0,123149.09,False,1,123149.09,8342,0.0,False,0.0
C1309189719,4.0091405264384476e-05,2324767.3899999997,0.0,False,2,0.0,8342,0.0,False,0.0
C1510869115,1.517256959746606e-05,0.0,64179.7,False,1,64179.7,10958,0.0,False,0.0
C1510904748,1.517256959746606e-05,0.0,667706.46,False,1,667706.46,8343,0.0,False,0.0
C899896932,4.0091405264384476e-05,896825.21,0.0,False,2,0.0,8343,0.0,False,0.0
C1510952389,1.517256959746606e-05,0.0,959251.66,False,1,959251.66,537,0.0,False,0.0
C1510967269,1.517256959746606e-05,0.0,190944.55,False,1,190944.55,7901,0.0,False,0.0
C1510975881,1.517256959746606e-05,0.0,339178.89,False,1,339178.89,5107,0.0,False,0.0
C1510983373,1.517256959746606e-05,0.0,549890.25,False,1,549890.25,3308,0.0,False,0.0
C1510994632,1.517256959746606e-05,0.0,7523.41,False,1,7523.41,8344,0.0,False,0.0
C36499680,2.7631987430925268e-05,7523.41,0.0,False,1,0.0,8344,0.0,False,0.0
C15109964,1.517256959746606e-05,0.0,270094.8,False,1,270094.8,3979,0.0,False,0.0
C1511004956,1.517256959746606e-05,0.0,236343.99,False,1,236343.99,8345,0.0,False,0.0
C1826334428,2.7631987430925268e-05,236343.99,0.0,False,1,0.0,8345,0.0,False,0.0
C1511061752,1.517256959746606e-05,0.0,592016.23,False,1,592016.23,7707,0.0,False,0.0
C1511062885,1.517256959746606e-05,0.0,326355.14,False,1,326355.14,8347,0.0,False,0.0
C1571466752,4.0091405264384476e-05,591044.22,0.0,False,2,0.0,8347,0.0,False,0.0
C1511125481,1.517256959746606e-05,0.0,167977.0,False,1,167977.0,7144,0.0,False,0.0
C1511137035,1.517256959746606e-05,0.0,195945.49,False,1,195945.49,8348,0.0,False,0.0
C1866645317,4.0091405264384476e-05,419724.07999999996,0.0,False,2,0.0,8348,0.0,False,0.0
C1511139,1.517256959746606e-05,0.0,326793.72,False,1,326793.72,3008,0.0,False,0.0
C1511200475,1.517256959746606e-05,0.0,74259.28,False,1,74259.28,8349,0.0,False,0.0
C830447488,2.7631987430925268e-05,74259.28,0.0,False,1,0.0,8349,0.0,False,0.0
C1511212155,1.517256959746606e-05,0.0,209984.59,False,1,209984.59,4806,0.0,False,0.0
C1511260265,1.517256959746606e-05,0.0,23408.13,False,1,23408.13,1224,0.0,False,0.0
C1033404095,4.0091405264384476e-05,1264333.8399999999,0.0,False,2,0.0,1224,0.0,False,0.0
C1511265727,1.517256959746606e-05,0.0,147202.21,False,1,147202.21,3588,0.0,False,0.0
C1511314613,1.517256959746606e-05,0.0,63770.85,False,1,63770.85,4295,0.0,False,0.0
C1511319053,1.517256959746606e-05,0.0,206925.43,False,1,206925.43,658,0.0,False,0.0
C1511444241,1.517256959746606e-05,0.0,1634697.38,False,1,1634697.38,9580,0.0,False,0.0
C1511502793,1.517256959746606e-05,0.0,247203.91,False,1,247203.91,8350,0.0,False,0.0
C1511538598,1.517256959746606e-05,0.0,267174.86,False,1,267174.86,4360,0.0,False,0.0
C15115724,1.517256959746606e-05,0.0,257049.06,False,1,257049.06,2361,0.0,False,0.0
C1511579319,1.517256959746606e-05,0.0,228475.69,False,1,228475.69,5916,0.0,False,0.0
C1511612002,1.517256959746606e-05,0.0,31094.46,False,1,31094.46,8352,0.0,False,0.0
C2052247930,2.7631987430925268e-05,31094.46,0.0,False,1,0.0,8352,0.0,False,0.0
C1511706354,1.517256959746606e-05,0.0,2702071.22,False,1,2702071.22,6994,0.0,False,0.0
C1511718686,1.517256959746606e-05,0.0,409112.43,False,1,409112.43,8354,0.0,False,0.0
C1511728687,1.517256959746606e-05,0.0,199595.01,False,1,199595.01,10300,0.0,False,0.0
C1511734227,1.517256959746606e-05,0.0,177019.43,False,1,177019.43,7723,0.0,False,0.0
C1511737305,1.517256959746606e-05,0.0,250641.43,False,1,250641.43,7443,0.0,False,0.0
C1511784119,1.517256959746606e-05,0.0,283092.59,False,1,283092.59,6818,0.0,False,0.0
C1511808141,1.517256959746606e-05,0.0,619166.44,False,1,619166.44,10170,0.0,False,0.0
C1511815034,1.517256959746606e-05,0.0,342363.25,False,1,342363.25,8355,0.0,False,0.0
C985400156,4.0091405264384476e-05,701219.51,0.0,False,2,0.0,8355,0.0,False,0.0
C151182129,1.517256959746606e-05,0.0,95932.47,False,1,95932.47,1664,0.0,False,0.0
C1602862380,4.0091405264384476e-05,334980.73,0.0,False,2,0.0,1664,0.0,False,0.0
C1511844111,1.517256959746606e-05,0.0,117980.26,False,1,117980.26,5052,0.0,False,0.0
C1511846079,1.517256959746606e-05,0.0,241485.43,False,1,241485.43,8357,0.0,False,0.0
C1973225755,6.501024093130289e-05,706148.45,0.0,False,4,0.0,8357,0.0,False,0.0
C1511846675,1.517256959746606e-05,0.0,18225.29,False,1,18225.29,1068,0.0,False,0.0
C1511856754,1.517256959746606e-05,0.0,10721.16,False,1,10721.16,8358,0.0,False,0.0
C1122805102,4.0091405264384476e-05,69437.21,0.0,False,2,0.0,8358,0.0,False,0.0
C1511912011,1.517256959746606e-05,0.0,553618.53,False,1,553618.53,8359,0.0,False,0.0
C1511993347,1.517256959746606e-05,0.0,593334.36,False,1,593334.36,9374,0.0,False,0.0
C1512037264,1.517256959746606e-05,0.0,123243.66,False,1,123243.66,10074,0.0,False,0.0
C488929504,5.2550823097843684e-05,393371.39,0.0,False,3,0.0,10074,0.0,False,0.0
C1512050744,1.517256959746606e-05,0.0,196225.2,False,1,196225.2,5888,0.0,False,0.0
C1512077455,1.517256959746606e-05,0.0,92458.7,False,1,92458.7,9234,0.0,False,0.0
C1512085123,1.517256959746606e-05,0.0,330914.42,False,1,330914.42,4069,0.0,False,0.0
C1512121663,1.517256959746606e-05,0.0,541622.01,False,1,541622.01,7474,0.0,False,0.0
C1512242286,1.517256959746606e-05,0.0,954767.28,False,1,954767.28,2251,0.0,False,0.0
C1512273713,1.517256959746606e-05,0.0,1147953.82,False,1,1147953.82,8361,0.0,False,0.0
C1512341978,1.517256959746606e-05,0.0,67100.37,False,1,67100.37,680,0.0,False,0.0
C1512365142,1.517256959746606e-05,0.0,414720.89,False,1,414720.89,67,0.0,False,0.0
C1512381275,1.517256959746606e-05,0.0,21846.94,False,1,21846.94,8362,0.0,False,0.0
C1512450274,1.517256959746606e-05,0.0,84260.69,False,1,84260.69,6853,0.0,False,0.0
C1512462366,1.517256959746606e-05,0.0,38423.15,False,1,38423.15,11236,0.0,False,0.0
C1512498083,1.517256959746606e-05,0.0,44832.04,False,1,44832.04,9201,0.0,False,0.0
C1298316171,4.0091405264384476e-05,183056.41,0.0,False,2,0.0,9201,0.0,False,0.0
C1512584086,1.517256959746606e-05,0.0,537474.75,False,1,537474.75,9478,0.0,False,0.0
C1519560817,4.0091405264384476e-05,3554762.55,0.0,False,2,0.0,9478,0.0,False,0.0
C1512657293,1.517256959746606e-05,0.0,70940.12,False,1,70940.12,7385,0.0,False,0.0
C1512662362,1.517256959746606e-05,0.0,415866.91,False,1,415866.91,9903,0.0,False,0.0
C1512675336,1.517256959746606e-05,0.0,178571.08,False,1,178571.08,10913,0.0,False,0.0
C1512740388,1.517256959746606e-05,0.0,223650.76,False,1,223650.76,8364,0.0,False,0.0
C1768784986,5.2550823097843684e-05,363276.28,0.0,False,3,0.0,8364,0.0,False,0.0
C1512755117,1.517256959746606e-05,0.0,597371.15,False,1,597371.15,8365,0.0,False,0.0
C1752413674,4.0091405264384476e-05,2506577.58,0.0,False,2,0.0,8365,0.0,False,0.0
C1512757677,1.517256959746606e-05,0.0,171903.29,False,1,171903.29,8368,0.0,False,0.0
C1669831799,2.7631987430925268e-05,171903.29,0.0,False,1,0.0,8368,0.0,False,0.0
C1512792336,1.517256959746606e-05,0.0,238860.65,False,1,238860.65,9869,0.0,False,0.0
C1512824372,1.517256959746606e-05,0.0,957073.34,False,1,957073.34,2199,0.0,False,0.0
C1512868460,1.517256959746606e-05,0.0,267547.72,False,1,267547.72,8370,0.0,False,0.0
C566250154,2.7631987430925268e-05,267547.72,0.0,False,1,0.0,8370,0.0,False,0.0
C1512874865,1.517256959746606e-05,0.0,74605.2,False,1,74605.2,1649,0.0,False,0.0
C1512888657,1.517256959746606e-05,0.0,172809.89,False,1,172809.89,8371,0.0,False,0.0
C881561469,2.7631987430925268e-05,172809.89,0.0,False,1,0.0,8371,0.0,False,0.0
C1512929002,1.517256959746606e-05,0.0,368350.31,False,1,368350.31,417,0.0,False,0.0
C1512940907,1.517256959746606e-05,0.0,688813.79,False,1,688813.79,747,0.0,False,0.0
C2141140246,5.2550823097843684e-05,1632545.73,0.0,False,3,0.0,747,0.0,False,0.0
C1512946355,1.517256959746606e-05,0.0,205811.8,False,1,205811.8,10949,0.0,False,0.0
C1513071903,1.517256959746606e-05,0.0,194351.55,False,1,194351.55,8372,0.0,False,0.0
C24119573,2.7631987430925268e-05,194351.55,0.0,False,1,0.0,8372,0.0,False,0.0
C151307728,1.517256959746606e-05,0.0,247347.92,False,1,247347.92,8013,0.0,False,0.0
C151309559,1.517256959746606e-05,0.0,147825.15,False,1,147825.15,2673,0.0,False,0.0
C1513100735,1.517256959746606e-05,0.0,712969.43,False,1,712969.43,1517,0.0,False,0.0
C1513124396,1.517256959746606e-05,0.0,63853.6,False,1,63853.6,4412,0.0,False,0.0
C1513137892,1.517256959746606e-05,0.0,683518.2,False,1,683518.2,2859,0.0,False,0.0
C1513183060,1.517256959746606e-05,0.0,500835.39,False,1,500835.39,11149,0.0,False,0.0
C1513190267,1.517256959746606e-05,0.0,189056.03,False,1,189056.03,7546,0.0,False,0.0
C1513228294,1.517256959746606e-05,0.0,26168.34,False,1,26168.34,5380,0.0,False,0.0
C1513251794,1.517256959746606e-05,0.0,159779.4,False,1,159779.4,2027,0.0,False,0.0
C1513257424,1.517256959746606e-05,0.0,1944626.74,False,1,1944626.74,8374,0.0,False,0.0
C1513383349,1.517256959746606e-05,0.0,214772.42,False,1,214772.42,8375,0.0,False,0.0
C749610836,4.0091405264384476e-05,237725.40000000002,0.0,False,2,0.0,8375,0.0,False,0.0
C1513478505,1.517256959746606e-05,0.0,216641.88,False,1,216641.88,8377,0.0,False,0.0
C1513506039,1.517256959746606e-05,0.0,154113.07,False,1,154113.07,10123,0.0,False,0.0
C1513667530,1.517256959746606e-05,0.0,722055.29,False,1,722055.29,8379,0.0,False,0.0
C1513688502,1.517256959746606e-05,0.0,1000275.45,False,1,1000275.45,8380,0.0,False,0.0
C1513765352,1.517256959746606e-05,0.0,347177.07,False,1,347177.07,701,0.0,False,0.0
C1633513193,6.501024093130289e-05,1064957.3699999999,0.0,False,4,0.0,701,0.0,False,0.0
C1513776064,1.517256959746606e-05,0.0,2004717.89,False,1,2004717.89,4189,0.0,False,0.0
C1513793418,1.517256959746606e-05,0.0,225369.59,False,1,225369.59,6488,0.0,False,0.0
C1513832102,1.517256959746606e-05,0.0,298587.81,False,1,298587.81,6382,0.0,False,0.0
C1513915806,1.517256959746606e-05,0.0,134409.09,False,1,134409.09,2446,0.0,False,0.0
C1513929783,1.517256959746606e-05,0.0,6886.35,False,1,6886.35,2005,0.0,False,0.0
C151393611,1.517256959746606e-05,0.0,140765.81,False,1,140765.81,4048,0.0,False,0.0
C1513943733,1.517256959746606e-05,0.0,381764.82,False,1,381764.82,8383,0.0,False,0.0
C1513972641,1.517256959746606e-05,0.0,232227.93,False,1,232227.93,2513,0.0,False,0.0
C1513987681,1.517256959746606e-05,0.0,337008.16,False,1,337008.16,65,0.0,False,0.0
C1514027735,1.517256959746606e-05,0.0,771459.82,False,1,771459.82,9814,0.0,False,0.0
C1514055345,1.517256959746606e-05,0.0,402189.7,False,1,402189.7,8385,0.0,False,0.0
C155237847,6.501024093130289e-05,1405212.8199999998,0.0,False,4,0.0,8385,0.0,False,0.0
C1514094950,1.517256959746606e-05,0.0,418626.26,False,1,418626.26,9176,0.0,False,0.0
C1514108114,1.517256959746606e-05,0.0,65227.15,False,1,65227.15,8386,0.0,False,0.0
C36060360,2.7631987430925268e-05,65227.15,0.0,False,1,0.0,8386,0.0,False,0.0
C1514118906,1.517256959746606e-05,0.0,210814.54,False,1,210814.54,6202,0.0,False,0.0
C1514159730,1.517256959746606e-05,0.0,115015.57,False,1,115015.57,2134,0.0,False,0.0
C1514208621,1.517256959746606e-05,0.0,568036.95,False,1,568036.95,3559,0.0,False,0.0
C1514213143,1.517256959746606e-05,0.0,72090.14,False,1,72090.14,8975,0.0,False,0.0
C73887179,5.2550823097843684e-05,457553.91000000003,0.0,False,3,0.0,8975,0.0,False,0.0
C1514214932,1.517256959746606e-05,0.0,691738.36,False,1,691738.36,3467,0.0,False,0.0
C1514300586,1.517256959746606e-05,0.0,27714.69,False,1,27714.69,6609,0.0,False,0.0
C151432602,1.517256959746606e-05,0.0,53950.81,False,1,53950.81,8387,0.0,False,0.0
C419549865,2.7631987430925268e-05,53950.81,0.0,False,1,0.0,8387,0.0,False,0.0
C1514336592,1.517256959746606e-05,0.0,77727.21,False,1,77727.21,1015,0.0,False,0.0
C1514365049,1.517256959746606e-05,0.0,117634.61,False,1,117634.61,318,0.0,False,0.0
C1514370832,1.517256959746606e-05,0.0,1137826.41,False,1,1137826.41,3319,0.0,False,0.0
C151444558,1.517256959746606e-05,0.0,135897.01,False,1,135897.01,11016,0.0,False,0.0
C1514451785,1.517256959746606e-05,0.0,46656.71,False,1,46656.71,8388,0.0,False,0.0
C1144527317,2.7631987430925268e-05,46656.71,0.0,False,1,0.0,8388,0.0,False,0.0
C1514453554,1.517256959746606e-05,0.0,6342.04,False,1,6342.04,8389,0.0,False,0.0
C528664980,2.7631987430925268e-05,6342.04,0.0,False,1,0.0,8389,0.0,False,0.0
C1514456573,1.517256959746606e-05,0.0,44897.56,False,1,44897.56,1464,0.0,False,0.0
C1514485416,1.517256959746606e-05,0.0,197956.83,False,1,197956.83,5474,0.0,False,0.0
C1514526341,1.517256959746606e-05,0.0,13661.64,False,1,13661.64,6651,0.0,False,0.0
C1514624111,1.517256959746606e-05,0.0,59068.21,False,1,59068.21,7778,0.0,False,0.0
C1514627570,1.517256959746606e-05,0.0,627226.04,False,1,627226.04,8390,0.0,False,0.0
C1785360415,2.7631987430925268e-05,627226.04,0.0,False,1,0.0,8390,0.0,False,0.0
C151464,1.517256959746606e-05,0.0,12012.26,False,1,12012.26,8393,0.0,False,0.0
C1428675504,2.7631987430925268e-05,12012.26,0.0,False,1,0.0,8393,0.0,False,0.0
C1514661089,1.517256959746606e-05,0.0,159770.79,False,1,159770.79,8004,0.0,False,0.0
C1514663484,1.517256959746606e-05,0.0,147799.03,False,1,147799.03,8394,0.0,False,0.0
C701975891,4.0091405264384476e-05,289582.68,0.0,False,2,0.0,8394,0.0,False,0.0
C1514667660,1.517256959746606e-05,0.0,353574.92,False,1,353574.92,8396,0.0,False,0.0
C1514772189,1.517256959746606e-05,0.0,152247.38,False,1,152247.38,8397,0.0,False,0.0
C81639848,2.7631987430925268e-05,152247.38,0.0,False,1,0.0,8397,0.0,False,0.0
C1514876714,1.517256959746606e-05,0.0,227492.97,False,1,227492.97,865,0.0,False,0.0
C1514901029,1.517256959746606e-05,0.0,200910.66,False,1,200910.66,4583,0.0,False,0.0
C1514972762,1.517256959746606e-05,0.0,3424071.04,False,1,3424071.04,8398,0.0,False,0.0
C1515041234,1.517256959746606e-05,0.0,427608.88,False,1,427608.88,8401,0.0,False,0.0
C143415982,2.7631987430925268e-05,427608.88,0.0,False,1,0.0,8401,0.0,False,0.0
C1515059960,1.517256959746606e-05,0.0,251672.57,False,1,251672.57,8402,0.0,False,0.0
C1726301214,2.7631987430925268e-05,251672.57,0.0,False,1,0.0,8402,0.0,False,0.0
C1515112945,1.517256959746606e-05,0.0,83789.75,False,1,83789.75,8354,0.0,False,0.0
C1515123743,1.517256959746606e-05,0.0,207146.6,False,1,207146.6,8403,0.0,False,0.0
C1874819995,2.7631987430925268e-05,207146.6,0.0,False,1,0.0,8403,0.0,False,0.0
C1515152191,1.517256959746606e-05,0.0,134670.72,False,1,134670.72,9361,0.0,False,0.0
C1515169837,1.517256959746606e-05,0.0,277433.25,False,1,277433.25,580,0.0,False,0.0
C1515205296,1.517256959746606e-05,0.0,376993.59,False,1,376993.59,309,0.0,False,0.0
C567691585,4.0091405264384476e-05,996002.49,0.0,False,2,0.0,309,0.0,False,0.0
C1515241771,1.517256959746606e-05,0.0,56293.07,False,1,56293.07,2592,0.0,False,0.0
C1515295566,1.517256959746606e-05,0.0,460994.24,False,1,460994.24,916,0.0,False,0.0
C1515303347,1.517256959746606e-05,0.0,136953.67,False,1,136953.67,8404,0.0,False,0.0
C893819284,5.2550823097843684e-05,478506.72000000003,0.0,False,3,0.0,8404,0.0,False,0.0
C1515423581,1.517256959746606e-05,0.0,965318.43,False,1,965318.43,8406,0.0,False,0.0
C1515434717,1.517256959746606e-05,0.0,231563.75,False,1,231563.75,8407,0.0,False,0.0
C1646786583,6.501024093130289e-05,1976710.8699999999,0.0,False,4,0.0,8407,0.0,False,0.0
C151544341,1.517256959746606e-05,0.0,373404.04,False,1,373404.04,7298,0.0,False,0.0
C1515597585,1.517256959746606e-05,0.0,124047.59,False,1,124047.59,6626,0.0,False,0.0
C1515608929,1.517256959746606e-05,0.0,214652.28,False,1,214652.28,405,0.0,False,0.0
C1515608990,1.517256959746606e-05,0.0,17588.19,False,1,17588.19,8409,0.0,False,0.0
C2060926688,4.0091405264384476e-05,37259.11,0.0,False,2,0.0,8409,0.0,False,0.0
C1515632139,1.517256959746606e-05,0.0,15154.05,False,1,15154.05,5018,0.0,False,0.0
C1515635795,1.517256959746606e-05,0.0,516405.61,False,1,516405.61,8761,0.0,False,0.0
C1515639671,1.517256959746606e-05,0.0,718159.94,False,1,718159.94,8411,0.0,False,0.0
C1515689189,1.517256959746606e-05,0.0,278981.04,False,1,278981.04,4635,0.0,False,0.0
C1515713910,1.517256959746606e-05,0.0,116449.74,False,1,116449.74,4047,0.0,False,0.0
C1515733697,1.517256959746606e-05,0.0,11951.66,False,1,11951.66,5960,0.0,False,0.0
C1515780549,1.517256959746606e-05,0.0,293932.86,False,1,293932.86,2754,0.0,False,0.0
C1515781644,1.517256959746606e-05,0.0,55557.91,False,1,55557.91,4642,0.0,False,0.0
C151586920,1.517256959746606e-05,0.0,228572.63,False,1,228572.63,8413,0.0,False,0.0
C1708183629,2.7631987430925268e-05,228572.63,0.0,False,1,0.0,8413,0.0,False,0.0
C1515877056,1.517256959746606e-05,0.0,161096.51,False,1,161096.51,11006,0.0,False,0.0
C1515927835,1.517256959746606e-05,0.0,231591.79,False,1,231591.79,5619,0.0,False,0.0
C1515971318,1.517256959746606e-05,0.0,554865.85,False,1,554865.85,3185,0.0,False,0.0
C1516000457,1.517256959746606e-05,0.0,81379.11,False,1,81379.11,8414,0.0,False,0.0
C814341840,2.7631987430925268e-05,81379.11,0.0,False,1,0.0,8414,0.0,False,0.0
C1516029070,1.517256959746606e-05,0.0,306223.8,False,1,306223.8,236,0.0,False,0.0
C1516047295,1.517256959746606e-05,0.0,258109.99,False,1,258109.99,4431,0.0,False,0.0
C1516056730,1.517256959746606e-05,0.0,184908.69,False,1,184908.69,2268,0.0,False,0.0
C1516090793,1.517256959746606e-05,0.0,277999.63,False,1,277999.63,1220,0.0,False,0.0
C1516092444,1.517256959746606e-05,0.0,197269.64,False,1,197269.64,9814,0.0,False,0.0
C1516216743,1.517256959746606e-05,0.0,928738.41,False,1,928738.41,4086,0.0,False,0.0
C151627839,1.517256959746606e-05,0.0,1091161.68,False,1,1091161.68,8416,0.0,False,0.0
C1516281470,1.517256959746606e-05,0.0,483080.6,False,1,483080.6,8419,0.0,False,0.0
C1238308127,2.7631987430925268e-05,483080.6,0.0,False,1,0.0,8419,0.0,False,0.0
C1516284422,1.517256959746606e-05,0.0,1035330.22,False,1,1035330.22,8420,0.0,False,0.0
C138111863,2.7631987430925268e-05,1035330.22,0.0,False,1,0.0,8420,0.0,False,0.0
C1516300662,1.517256959746606e-05,0.0,25740.68,False,1,25740.68,10815,0.0,False,0.0
C1516436472,1.517256959746606e-05,0.0,213249.02,False,1,213249.02,10402,0.0,False,0.0
C1516483681,1.517256959746606e-05,0.0,2008218.5,False,1,2008218.5,8421,0.0,False,0.0
C1516503855,1.517256959746606e-05,0.0,455569.09,False,1,455569.09,7998,0.0,False,0.0
C1516522098,1.517256959746606e-05,0.0,569249.19,False,1,569249.19,4547,0.0,False,0.0
C1516542929,1.517256959746606e-05,0.0,219641.02,False,1,219641.02,3524,0.0,False,0.0
C1516569881,1.517256959746606e-05,0.0,222832.77,False,1,222832.77,107,0.0,False,0.0
C1516594690,1.517256959746606e-05,0.0,84953.47,False,1,84953.47,8423,0.0,False,0.0
C479231807,2.7631987430925268e-05,84953.47,0.0,False,1,0.0,8423,0.0,False,0.0
C1516619947,1.517256959746606e-05,0.0,760382.49,False,1,760382.49,587,0.0,False,0.0
C1516638470,1.517256959746606e-05,0.0,15192.03,False,1,15192.03,4920,0.0,False,0.0
C1516689289,1.517256959746606e-05,0.0,222403.67,False,1,222403.67,8093,0.0,False,0.0
C1516715083,1.517256959746606e-05,0.0,47587.96,False,1,47587.96,8046,0.0,False,0.0
C1516716211,1.517256959746606e-05,0.0,132428.82,False,1,132428.82,6484,0.0,False,0.0
C1516813690,1.517256959746606e-05,0.0,339905.17,False,1,339905.17,7778,0.0,False,0.0
C1516818511,1.517256959746606e-05,0.0,677322.29,False,1,677322.29,8477,0.0,False,0.0
C1516836744,1.517256959746606e-05,0.0,35244.02,False,1,35244.02,10917,0.0,False,0.0
C1516880072,1.517256959746606e-05,0.0,215335.71,False,1,215335.71,5270,0.0,False,0.0
C1516885396,1.517256959746606e-05,0.0,92686.04,False,1,92686.04,4983,0.0,False,0.0
C1516942815,1.517256959746606e-05,0.0,32685.69,False,1,32685.69,6919,0.0,False,0.0
C1516957369,1.517256959746606e-05,0.0,243461.35,False,1,243461.35,9887,0.0,False,0.0
